Age,Income,Gender,Married,Education,Past_Accidents,Has_Children,Has_Sports_Car,Vehicle_Year,Claimed
16-25,poverty,M,False,NA,0,False,False,before 2015,True
40-64,working class,M,True,NA,3,True,False,before 2015,False
26-39,poverty,M,False,HS,3,False,False,after 2015,False
26-39,middle class,F,True,B,0,True,False,before 2015,True
40-64,working class,M,False,NA,0,True,False,before 2015,True
16-25,poverty,M,False,HS,0,True,False,before 2015,True
26-39,working class,F,True,NA,0,False,True,before 2015,False
26-39,middle class,F,False,HS,0,True,False,before 2015,False
16-25,working class,F,False,B,0,False,False,before 2015,True
26-39,poverty,F,False,NA,0,True,False,before 2015,True
65+,upper class,M,True,B,2,True,False,after 2015,False
65+,upper class,F,True,HS,0,True,False,before 2015,False
65+,upper class,M,False,B,0,True,False,before 2015,False
26-39,middle class,F,False,NA,0,False,False,before 2015,False
65+,middle class,F,True,HS,0,True,False,after 2015,False
40-64,upper class,F,False,B,0,False,False,before 2015,False
40-64,upper class,F,True,HS,0,True,False,before 2015,False
40-64,working class,M,False,HS,0,True,False,before 2015,True
40-64,middle class,M,True,HS,0,True,False,after 2015,False
65+,upper class,M,True,B,3,True,False,before 2015,False
26-39,middle class,F,False,HS,0,False,False,after 2015,False
16-25,poverty,F,False,NA,0,True,False,before 2015,True
16-25,poverty,F,False,NA,0,True,False,before 2015,True
65+,upper class,M,True,B,4,True,True,before 2015,False
40-64,upper class,M,True,B,2,False,False,before 2015,False
26-39,middle class,M,False,HS,0,True,False,after 2015,False
65+,upper class,M,True,B,6,True,False,after 2015,False
40-64,upper class,M,True,HS,3,True,True,before 2015,False
16-25,working class,M,False,HS,0,False,False,before 2015,True
40-64,middle class,F,True,HS,4,True,False,before 2015,False
40-64,upper class,F,False,HS,0,False,False,after 2015,False
26-39,middle class,F,False,HS,0,True,False,before 2015,False
40-64,upper class,F,False,HS,1,False,False,before 2015,False
40-64,upper class,F,True,B,0,False,False,after 2015,False
65+,upper class,M,True,HS,4,True,False,before 2015,False
16-25,middle class,M,False,B,0,True,False,after 2015,False
26-39,poverty,F,False,NA,0,True,True,before 2015,False
40-64,upper class,M,False,HS,2,True,False,after 2015,True
40-64,middle class,F,False,NA,0,True,False,after 2015,False
16-25,middle class,F,False,B,0,False,False,before 2015,False
65+,upper class,M,True,B,0,True,False,after 2015,False
26-39,poverty,F,True,NA,0,True,False,before 2015,False
65+,upper class,F,True,HS,2,True,False,before 2015,False
26-39,poverty,M,False,HS,3,False,True,before 2015,False
16-25,poverty,M,False,NA,0,True,False,before 2015,True
26-39,working class,F,True,NA,1,True,False,before 2015,False
16-25,working class,M,False,B,0,False,False,before 2015,True
26-39,middle class,M,True,B,0,True,False,before 2015,True
65+,upper class,F,True,B,1,True,False,after 2015,False
40-64,working class,F,True,NA,1,True,False,before 2015,False
26-39,middle class,M,False,B,0,False,False,before 2015,True
26-39,working class,M,False,HS,1,True,False,before 2015,True
65+,upper class,F,False,B,0,False,False,after 2015,False
26-39,working class,M,True,HS,1,True,False,before 2015,False
65+,upper class,M,False,B,0,True,False,before 2015,True
16-25,poverty,F,False,HS,0,False,False,before 2015,True
40-64,upper class,M,True,B,1,True,False,before 2015,False
65+,middle class,M,True,B,8,True,False,after 2015,False
40-64,upper class,F,True,B,1,False,False,before 2015,False
26-39,working class,F,False,B,0,True,False,before 2015,True
26-39,upper class,F,False,HS,0,False,False,after 2015,False
16-25,working class,M,False,B,0,False,False,before 2015,True
16-25,poverty,M,False,B,0,False,False,before 2015,True
65+,upper class,M,True,B,8,True,False,before 2015,False
16-25,working class,M,False,HS,0,False,False,before 2015,True
40-64,upper class,M,False,B,0,True,False,before 2015,False
65+,upper class,F,False,HS,2,True,False,after 2015,False
65+,middle class,F,False,HS,0,False,False,before 2015,True
16-25,working class,F,True,HS,0,False,False,before 2015,True
65+,upper class,M,True,HS,5,True,False,before 2015,False
65+,upper class,M,False,B,3,True,False,after 2015,False
40-64,upper class,M,True,B,4,True,False,before 2015,False
40-64,poverty,M,False,NA,3,True,False,before 2015,False
16-25,working class,M,False,HS,0,True,False,before 2015,True
26-39,middle class,M,False,B,0,False,True,before 2015,False
26-39,middle class,F,False,B,1,False,True,after 2015,False
26-39,upper class,M,False,B,2,False,False,after 2015,False
65+,working class,M,True,NA,0,True,False,before 2015,False
16-25,poverty,M,False,NA,0,True,False,before 2015,True
40-64,upper class,F,True,NA,2,True,False,after 2015,False
26-39,middle class,M,True,HS,0,True,False,before 2015,True
26-39,upper class,M,True,HS,2,True,True,after 2015,False
26-39,working class,F,False,HS,0,False,False,before 2015,True
26-39,working class,F,False,NA,1,True,False,before 2015,False
26-39,upper class,F,True,B,0,False,False,after 2015,False
65+,upper class,M,True,HS,1,True,False,before 2015,False
65+,upper class,M,True,HS,1,True,False,after 2015,False
40-64,upper class,M,False,B,7,False,False,before 2015,False
40-64,upper class,F,True,B,0,True,False,before 2015,False
16-25,upper class,F,True,B,0,True,False,after 2015,False
16-25,poverty,F,False,HS,0,True,False,before 2015,True
65+,working class,M,False,NA,2,True,False,before 2015,False
26-39,working class,M,True,HS,1,True,False,before 2015,True
26-39,middle class,F,False,B,1,False,False,before 2015,True
26-39,upper class,F,True,B,0,False,False,before 2015,True
40-64,upper class,M,True,B,3,True,False,after 2015,False
26-39,poverty,M,True,NA,1,True,False,before 2015,False
65+,upper class,M,False,HS,3,True,True,after 2015,False
16-25,poverty,F,False,NA,0,False,False,before 2015,True
26-39,poverty,M,False,HS,2,True,False,before 2015,True
40-64,middle class,F,False,HS,2,True,False,after 2015,False
26-39,middle class,F,True,HS,0,True,False,after 2015,False
26-39,upper class,F,False,HS,0,False,False,after 2015,False
40-64,upper class,M,True,B,1,True,False,before 2015,True
65+,upper class,F,True,B,0,True,False,before 2015,False
40-64,upper class,F,True,B,3,False,False,before 2015,False
16-25,working class,F,False,HS,0,True,False,before 2015,True
16-25,middle class,F,False,NA,0,True,False,before 2015,False
40-64,middle class,F,False,HS,1,True,False,after 2015,False
16-25,poverty,F,False,HS,0,True,False,before 2015,False
40-64,upper class,M,True,B,5,True,False,before 2015,False
16-25,poverty,F,True,HS,0,True,False,before 2015,True
40-64,upper class,M,False,B,4,True,False,before 2015,False
65+,upper class,F,True,HS,2,True,False,before 2015,False
40-64,middle class,M,False,HS,0,False,False,before 2015,True
65+,upper class,M,False,HS,0,True,False,before 2015,False
26-39,middle class,M,False,NA,1,False,False,before 2015,False
16-25,poverty,F,True,NA,0,True,False,before 2015,True
26-39,middle class,M,False,HS,1,True,False,after 2015,False
26-39,upper class,F,False,HS,1,False,False,after 2015,False
40-64,upper class,F,True,B,0,True,False,before 2015,False
65+,upper class,F,True,B,0,True,False,before 2015,False
40-64,upper class,F,True,B,0,True,False,after 2015,False
26-39,working class,M,True,NA,4,True,False,before 2015,True
26-39,poverty,M,False,NA,1,True,False,before 2015,True
40-64,upper class,F,True,B,2,False,False,before 2015,False
26-39,poverty,M,False,NA,2,False,False,before 2015,True
65+,upper class,F,True,HS,0,True,False,before 2015,False
40-64,upper class,F,False,B,0,True,False,after 2015,False
26-39,middle class,M,False,B,0,False,False,after 2015,True
26-39,middle class,F,True,HS,0,True,False,after 2015,False
26-39,upper class,F,True,HS,0,True,False,before 2015,False
65+,upper class,M,True,B,7,True,False,after 2015,False
65+,upper class,M,True,HS,4,True,False,after 2015,False
40-64,upper class,F,False,B,1,True,False,before 2015,False
65+,upper class,M,False,B,0,True,False,after 2015,False
40-64,middle class,M,True,NA,1,True,False,before 2015,False
65+,upper class,M,True,HS,7,True,False,before 2015,False
65+,upper class,F,True,B,0,True,False,before 2015,False
26-39,working class,M,True,HS,0,False,False,before 2015,False
26-39,working class,M,False,HS,0,False,False,before 2015,True
26-39,upper class,M,True,HS,0,True,False,before 2015,True
26-39,middle class,M,True,B,1,True,False,after 2015,False
40-64,middle class,F,False,NA,1,True,False,before 2015,False
16-25,working class,F,False,HS,0,False,False,after 2015,True
26-39,middle class,M,False,HS,0,True,True,before 2015,False
65+,upper class,F,True,B,1,True,False,after 2015,False
40-64,working class,F,False,NA,1,True,False,before 2015,False
26-39,upper class,F,False,B,0,True,False,after 2015,False
26-39,middle class,M,True,HS,0,True,False,after 2015,False
40-64,middle class,M,True,HS,1,False,False,before 2015,False
65+,upper class,M,True,HS,3,True,False,before 2015,False
26-39,middle class,M,False,HS,1,False,False,before 2015,False
16-25,working class,M,True,HS,0,False,False,before 2015,True
26-39,middle class,M,False,B,0,True,False,before 2015,True
26-39,middle class,F,False,HS,0,True,False,before 2015,True
40-64,upper class,M,True,B,2,True,False,after 2015,False
40-64,upper class,M,True,B,2,True,False,after 2015,False
65+,upper class,M,True,B,6,True,False,before 2015,False
40-64,middle class,F,False,B,2,False,False,before 2015,False
26-39,working class,F,True,HS,0,True,True,before 2015,True
40-64,upper class,M,True,B,2,True,False,before 2015,False
65+,upper class,F,True,HS,2,True,False,before 2015,False
40-64,middle class,M,True,NA,0,True,False,after 2015,False
16-25,working class,M,False,HS,0,False,False,before 2015,True
40-64,middle class,M,True,B,0,False,False,after 2015,True
26-39,poverty,F,False,NA,2,False,False,before 2015,True
26-39,upper class,M,True,B,1,False,False,before 2015,False
26-39,middle class,M,False,HS,0,True,False,before 2015,True
40-64,upper class,M,False,B,3,True,False,before 2015,False
40-64,upper class,F,True,B,0,True,False,after 2015,False
26-39,working class,F,False,B,4,True,False,before 2015,False
26-39,poverty,F,True,HS,0,False,False,before 2015,True
40-64,upper class,M,True,HS,2,True,False,before 2015,False
40-64,upper class,F,True,B,0,True,False,after 2015,False
40-64,upper class,F,False,B,2,True,False,before 2015,False
26-39,upper class,F,True,HS,2,True,False,before 2015,False
40-64,upper class,M,False,HS,0,True,False,after 2015,False
26-39,working class,M,False,HS,0,False,False,before 2015,False
26-39,upper class,M,True,B,1,True,False,before 2015,False
40-64,upper class,M,False,B,1,True,False,before 2015,False
65+,upper class,F,True,B,0,True,False,after 2015,False
26-39,middle class,F,True,NA,1,True,False,before 2015,False
65+,upper class,M,True,B,6,True,False,after 2015,False
16-25,poverty,M,False,NA,0,False,False,before 2015,True
65+,upper class,F,True,HS,0,True,False,after 2015,False
40-64,upper class,M,True,B,7,True,False,after 2015,False
26-39,poverty,M,False,NA,2,False,False,before 2015,True
16-25,poverty,M,False,NA,0,True,False,before 2015,True
65+,upper class,F,True,HS,6,True,False,after 2015,False
26-39,upper class,M,False,B,0,True,False,before 2015,False
26-39,working class,M,True,B,1,False,False,before 2015,False
26-39,middle class,M,True,HS,0,True,False,before 2015,True
26-39,upper class,F,True,B,0,True,False,after 2015,False
26-39,upper class,M,True,B,0,True,False,before 2015,False
40-64,middle class,M,False,NA,4,True,False,before 2015,False
16-25,poverty,F,True,NA,0,True,False,before 2015,False
40-64,working class,F,True,NA,0,True,False,before 2015,False
40-64,upper class,M,True,HS,2,True,False,before 2015,True
40-64,working class,F,False,HS,2,True,False,before 2015,False
65+,upper class,F,True,HS,5,True,False,after 2015,False
65+,upper class,M,True,B,1,True,False,before 2015,False
40-64,working class,F,True,HS,1,True,False,before 2015,False
16-25,poverty,M,False,NA,0,True,False,before 2015,False
26-39,upper class,M,True,B,2,True,False,after 2015,False
40-64,upper class,M,False,B,1,True,False,after 2015,False
40-64,upper class,F,True,HS,4,True,False,before 2015,False
26-39,poverty,F,True,HS,1,True,False,before 2015,False
26-39,middle class,F,True,NA,0,False,False,before 2015,True
65+,upper class,M,False,HS,4,True,False,before 2015,False
16-25,poverty,M,False,NA,0,True,True,before 2015,True
16-25,middle class,M,False,HS,0,True,False,after 2015,False
26-39,upper class,M,True,HS,2,True,False,before 2015,False
26-39,upper class,M,True,B,1,False,False,after 2015,False
40-64,working class,F,True,NA,1,True,False,before 2015,False
65+,upper class,M,True,HS,0,True,False,after 2015,True
26-39,upper class,M,True,B,0,True,False,before 2015,True
16-25,poverty,F,False,HS,0,False,False,before 2015,True
65+,upper class,M,True,B,4,True,False,after 2015,False
40-64,upper class,M,True,B,5,True,False,before 2015,True
65+,upper class,F,False,B,3,True,False,before 2015,False
16-25,poverty,F,False,NA,0,False,False,before 2015,True
16-25,working class,F,False,HS,0,True,False,before 2015,True
26-39,middle class,F,False,B,0,False,False,before 2015,False
40-64,middle class,M,True,NA,4,True,False,before 2015,False
16-25,working class,M,False,NA,0,True,False,before 2015,True
26-39,middle class,M,False,B,0,True,False,before 2015,False
16-25,poverty,M,False,NA,0,False,False,before 2015,True
26-39,middle class,M,False,HS,1,True,False,before 2015,False
16-25,poverty,F,False,NA,0,True,False,before 2015,False
26-39,poverty,M,True,HS,0,False,False,before 2015,True
40-64,upper class,F,True,B,0,False,False,after 2015,False
65+,upper class,M,True,B,1,False,False,after 2015,False
65+,middle class,F,False,HS,0,True,False,after 2015,False
65+,upper class,M,False,HS,1,False,False,before 2015,False
65+,upper class,M,True,B,0,True,False,before 2015,False
65+,upper class,F,True,NA,0,True,False,after 2015,False
26-39,upper class,M,True,B,2,True,False,before 2015,False
16-25,upper class,M,True,B,0,False,False,before 2015,True
40-64,upper class,M,True,B,5,True,False,after 2015,False
40-64,upper class,M,False,B,1,True,True,before 2015,False
40-64,middle class,M,False,NA,0,True,False,after 2015,False
40-64,middle class,M,True,NA,0,True,False,before 2015,True
16-25,poverty,F,False,NA,0,False,False,before 2015,True
16-25,working class,M,False,B,0,True,False,before 2015,True
40-64,upper class,M,True,B,3,True,False,after 2015,False
26-39,upper class,F,False,HS,1,False,False,after 2015,False
16-25,poverty,F,False,HS,0,False,False,before 2015,True
26-39,poverty,F,False,NA,0,True,False,before 2015,False
16-25,working class,F,False,HS,0,False,False,before 2015,True
26-39,upper class,M,True,B,2,True,False,before 2015,False
16-25,upper class,M,True,HS,0,True,False,after 2015,True
16-25,poverty,M,False,HS,0,True,False,before 2015,True
40-64,upper class,F,True,HS,3,True,False,after 2015,False
26-39,working class,F,False,HS,1,True,False,before 2015,False
40-64,upper class,F,False,HS,1,True,False,before 2015,False
26-39,upper class,M,True,B,2,True,False,before 2015,False
26-39,working class,F,True,HS,1,True,False,before 2015,False
65+,upper class,M,True,HS,0,True,False,after 2015,False
40-64,upper class,F,True,B,1,True,False,before 2015,False
16-25,working class,M,True,NA,0,True,False,before 2015,False
40-64,middle class,F,True,HS,1,True,False,before 2015,False
65+,upper class,M,True,HS,1,True,False,before 2015,False
65+,upper class,M,True,B,7,True,False,after 2015,False
26-39,upper class,M,True,NA,2,False,False,before 2015,False
40-64,upper class,F,True,B,4,True,False,before 2015,False
40-64,upper class,M,True,HS,0,True,False,after 2015,True
16-25,middle class,F,False,HS,0,True,False,after 2015,False
65+,upper class,M,True,HS,0,True,False,before 2015,False
65+,upper class,M,True,B,0,True,False,after 2015,False
40-64,upper class,M,True,B,0,False,False,before 2015,False
65+,upper class,M,True,B,2,False,False,before 2015,False
16-25,poverty,F,True,NA,0,True,False,before 2015,True
40-64,upper class,M,True,B,4,True,False,after 2015,False
26-39,working class,M,False,HS,0,False,False,before 2015,True
40-64,middle class,M,True,HS,2,True,False,after 2015,False
26-39,middle class,M,False,HS,0,False,False,before 2015,True
40-64,upper class,M,True,B,0,True,False,after 2015,False
26-39,upper class,M,False,B,1,False,False,after 2015,True
26-39,working class,F,False,NA,0,False,False,before 2015,True
26-39,middle class,M,False,B,0,True,False,after 2015,False
40-64,upper class,M,False,B,1,True,False,after 2015,False
65+,upper class,M,False,B,2,True,False,before 2015,False
16-25,poverty,M,False,NA,0,True,False,before 2015,True
40-64,upper class,F,True,B,1,True,False,before 2015,False
40-64,upper class,M,True,B,2,True,False,before 2015,False
65+,upper class,F,False,B,1,True,False,after 2015,False
40-64,upper class,M,False,HS,3,True,False,after 2015,False
65+,upper class,M,True,HS,2,True,False,after 2015,False
16-25,working class,F,False,B,0,True,False,before 2015,True
26-39,upper class,M,True,HS,3,False,False,before 2015,False
26-39,working class,M,True,HS,1,True,False,before 2015,False
40-64,working class,M,False,NA,1,False,False,before 2015,False
65+,upper class,M,True,B,3,True,False,after 2015,False
40-64,upper class,F,True,HS,2,True,False,after 2015,False
40-64,upper class,M,True,B,2,True,False,after 2015,False
26-39,middle class,M,False,B,3,False,False,before 2015,True
16-25,middle class,F,False,HS,0,False,False,after 2015,False
40-64,working class,F,False,HS,2,True,False,before 2015,True
26-39,working class,F,False,HS,0,True,False,before 2015,False
65+,upper class,F,True,HS,2,True,False,before 2015,False
26-39,upper class,M,False,B,0,True,False,after 2015,False
26-39,upper class,F,False,HS,0,True,False,before 2015,False
26-39,middle class,M,False,HS,0,True,False,after 2015,False
65+,upper class,M,True,B,9,True,False,before 2015,False
40-64,middle class,F,True,HS,0,True,False,before 2015,False
40-64,upper class,M,False,HS,1,False,False,after 2015,False
16-25,working class,F,False,HS,0,False,False,before 2015,True
40-64,middle class,F,True,HS,2,True,False,before 2015,False
40-64,middle class,M,True,B,3,True,False,before 2015,False
65+,middle class,F,True,HS,1,True,False,before 2015,False
26-39,working class,F,True,HS,0,True,False,before 2015,False
40-64,upper class,M,False,HS,2,True,False,after 2015,False
40-64,working class,F,False,HS,0,False,False,before 2015,False
26-39,middle class,F,True,NA,0,True,False,after 2015,False
40-64,middle class,F,False,NA,0,True,False,before 2015,False
40-64,upper class,M,False,B,3,True,False,after 2015,False
26-39,working class,M,False,B,0,True,False,before 2015,True
65+,upper class,F,True,NA,1,True,False,before 2015,False
16-25,poverty,F,False,HS,0,True,False,before 2015,True
65+,upper class,M,False,HS,7,True,False,before 2015,False
40-64,upper class,M,False,NA,0,True,False,before 2015,False
16-25,poverty,F,False,NA,0,False,False,before 2015,True
40-64,upper class,M,True,B,1,False,False,after 2015,False
26-39,poverty,F,False,NA,0,True,False,before 2015,False
16-25,poverty,F,False,HS,0,False,False,before 2015,True
16-25,middle class,F,True,B,0,True,False,before 2015,True
40-64,middle class,F,False,HS,1,False,False,before 2015,False
40-64,upper class,F,False,B,0,True,False,before 2015,False
40-64,upper class,M,True,HS,5,True,False,after 2015,False
65+,upper class,M,True,B,3,True,False,after 2015,False
16-25,working class,F,False,NA,0,False,True,before 2015,True
40-64,middle class,M,True,NA,3,True,False,after 2015,False
26-39,upper class,F,True,B,0,True,False,after 2015,False
65+,upper class,F,False,B,0,True,False,before 2015,True
16-25,working class,M,True,HS,0,True,False,before 2015,True
40-64,upper class,M,True,B,5,True,False,after 2015,False
16-25,poverty,F,False,NA,0,False,False,before 2015,True
16-25,working class,F,False,B,0,True,True,before 2015,False
65+,upper class,M,True,HS,3,True,False,before 2015,False
40-64,upper class,M,True,HS,4,True,True,after 2015,True
65+,upper class,M,True,HS,1,True,True,after 2015,False
16-25,poverty,M,False,NA,0,False,False,before 2015,True
26-39,middle class,F,False,HS,0,False,False,after 2015,True
16-25,poverty,M,False,HS,0,True,True,before 2015,True
26-39,working class,F,False,NA,0,False,False,before 2015,True
40-64,middle class,M,False,B,1,False,False,after 2015,False
65+,upper class,F,True,HS,5,False,False,before 2015,False
26-39,poverty,M,False,NA,2,True,False,before 2015,True
40-64,working class,M,False,HS,3,True,False,before 2015,False
40-64,upper class,M,True,B,0,True,False,before 2015,False
16-25,poverty,F,False,HS,0,False,False,before 2015,True
40-64,middle class,M,True,HS,0,True,False,before 2015,True
40-64,working class,F,False,HS,0,True,False,before 2015,True
26-39,middle class,F,True,NA,3,True,False,after 2015,False
40-64,middle class,F,False,B,3,True,False,before 2015,False
26-39,upper class,M,True,B,0,False,False,after 2015,True
40-64,upper class,F,True,HS,0,True,False,before 2015,False
40-64,upper class,F,False,HS,1,False,False,before 2015,False
16-25,working class,M,False,NA,0,False,False,before 2015,True
16-25,middle class,M,True,B,0,True,False,before 2015,False
26-39,working class,F,False,NA,3,True,False,before 2015,True
40-64,upper class,F,False,HS,0,True,False,before 2015,False
40-64,upper class,F,True,HS,1,True,False,before 2015,False
16-25,poverty,M,False,HS,0,False,False,before 2015,True
26-39,poverty,M,True,HS,0,True,False,before 2015,True
65+,middle class,F,True,NA,0,True,False,before 2015,False
40-64,upper class,M,False,B,1,True,False,after 2015,True
40-64,middle class,F,False,HS,0,True,False,before 2015,False
16-25,working class,F,False,HS,0,True,False,before 2015,True
26-39,middle class,M,False,B,4,True,False,before 2015,True
16-25,working class,F,True,NA,0,True,False,after 2015,True
26-39,poverty,M,False,NA,4,True,False,before 2015,False
65+,upper class,M,True,B,1,True,False,before 2015,False
16-25,middle class,M,False,B,0,True,False,before 2015,True
26-39,middle class,M,False,B,1,True,False,after 2015,False
65+,upper class,M,True,B,0,True,False,before 2015,True
16-25,poverty,F,False,NA,0,False,False,before 2015,True
65+,upper class,F,True,HS,4,True,False,before 2015,False
40-64,upper class,F,False,HS,3,True,False,before 2015,False
16-25,poverty,M,False,B,0,True,False,before 2015,True
40-64,poverty,M,False,NA,0,True,False,before 2015,True
16-25,poverty,F,False,NA,0,False,False,before 2015,True
65+,upper class,F,True,HS,0,True,False,before 2015,False
26-39,upper class,F,True,B,0,False,False,after 2015,False
16-25,working class,M,True,B,0,False,False,before 2015,False
65+,upper class,M,True,HS,0,True,False,before 2015,False
26-39,working class,F,False,HS,1,True,False,before 2015,False
16-25,working class,M,False,HS,0,True,False,after 2015,True
40-64,upper class,M,False,HS,1,True,False,before 2015,False
65+,upper class,M,False,B,2,False,False,after 2015,False
65+,upper class,F,True,B,2,True,False,after 2015,False
65+,upper class,M,False,B,2,True,False,after 2015,False
26-39,middle class,M,True,B,0,False,True,before 2015,False
26-39,middle class,F,False,B,0,True,True,after 2015,False
26-39,middle class,F,False,HS,1,True,False,after 2015,False
26-39,middle class,M,True,NA,0,True,False,before 2015,False
26-39,upper class,M,True,B,1,True,False,before 2015,False
26-39,working class,M,True,HS,2,True,False,after 2015,False
16-25,poverty,F,False,HS,0,False,False,after 2015,False
40-64,upper class,F,False,NA,0,False,False,before 2015,False
26-39,poverty,F,False,HS,0,True,False,after 2015,False
26-39,middle class,M,False,HS,1,True,False,before 2015,False
26-39,poverty,M,True,HS,1,True,False,after 2015,True
65+,upper class,M,True,B,3,True,False,before 2015,False
26-39,poverty,F,True,NA,1,False,False,after 2015,False
65+,upper class,M,True,B,0,True,False,after 2015,True
26-39,working class,F,True,NA,0,True,False,before 2015,False
16-25,poverty,M,False,HS,0,True,False,before 2015,True
40-64,upper class,M,True,B,0,True,False,after 2015,False
26-39,poverty,F,True,NA,2,True,False,before 2015,False
65+,upper class,F,False,B,3,True,False,before 2015,False
40-64,upper class,M,True,B,2,True,False,after 2015,False
26-39,poverty,F,False,HS,1,True,False,before 2015,True
26-39,middle class,F,True,B,0,True,False,before 2015,True
26-39,upper class,F,True,HS,0,False,False,before 2015,False
26-39,working class,M,False,NA,0,True,False,after 2015,False
40-64,middle class,F,True,B,4,True,False,before 2015,False
65+,upper class,F,False,HS,0,True,False,after 2015,False
65+,upper class,M,True,HS,1,True,False,after 2015,False
26-39,poverty,M,True,NA,1,True,False,before 2015,True
26-39,middle class,F,False,HS,0,True,False,after 2015,False
40-64,middle class,M,True,NA,2,True,False,before 2015,False
40-64,upper class,M,True,B,0,True,False,after 2015,False
40-64,upper class,F,False,B,2,True,False,after 2015,False
40-64,poverty,M,False,HS,3,True,False,before 2015,False
16-25,working class,F,False,HS,0,False,False,before 2015,False
26-39,poverty,F,False,HS,1,True,False,before 2015,False
16-25,upper class,F,False,B,0,True,False,after 2015,False
26-39,working class,M,False,NA,1,False,False,before 2015,True
16-25,poverty,F,False,NA,0,False,False,before 2015,False
16-25,working class,M,False,HS,0,False,False,before 2015,True
26-39,upper class,F,True,B,0,True,False,before 2015,False
40-64,middle class,M,False,HS,1,False,False,before 2015,False
40-64,upper class,M,True,HS,2,True,False,after 2015,False
16-25,working class,F,False,HS,0,True,False,before 2015,False
40-64,upper class,F,True,B,2,True,False,before 2015,False
40-64,middle class,F,True,B,5,True,False,after 2015,False
26-39,upper class,M,True,B,3,True,False,after 2015,False
26-39,upper class,M,False,B,0,True,False,before 2015,False
26-39,poverty,F,False,NA,1,True,False,before 2015,False
65+,upper class,F,True,B,4,True,False,after 2015,False
16-25,poverty,F,False,HS,0,False,False,before 2015,True
26-39,upper class,F,False,B,2,False,False,after 2015,False
26-39,working class,M,False,B,3,True,False,before 2015,False
40-64,upper class,M,True,B,2,True,False,before 2015,False
16-25,working class,F,False,NA,0,False,False,before 2015,True
65+,upper class,M,True,HS,8,True,False,after 2015,False
26-39,working class,M,False,NA,2,False,False,before 2015,False
26-39,middle class,F,False,HS,0,True,False,before 2015,False
65+,upper class,M,True,B,1,True,False,after 2015,False
40-64,upper class,F,True,B,0,True,False,after 2015,False
16-25,working class,M,False,HS,0,False,False,after 2015,True
40-64,upper class,M,False,HS,2,True,False,after 2015,False
40-64,upper class,F,False,B,0,True,False,after 2015,False
65+,upper class,M,False,HS,3,True,False,before 2015,False
65+,middle class,F,True,HS,3,True,True,before 2015,False
65+,upper class,M,True,B,3,True,False,after 2015,False
40-64,upper class,M,True,B,0,False,False,before 2015,False
26-39,poverty,M,False,NA,0,False,False,before 2015,True
65+,upper class,F,True,HS,1,True,False,before 2015,False
26-39,poverty,M,True,HS,5,True,False,before 2015,True
26-39,working class,M,True,NA,2,False,False,after 2015,False
40-64,upper class,M,True,B,1,True,False,after 2015,False
26-39,poverty,M,False,NA,0,True,False,before 2015,True
40-64,upper class,F,False,B,0,True,False,after 2015,False
65+,middle class,F,False,HS,1,True,False,before 2015,True
65+,upper class,F,False,HS,0,True,False,before 2015,False
26-39,upper class,F,False,B,1,False,False,after 2015,False
40-64,upper class,M,True,HS,2,True,False,after 2015,False
40-64,upper class,M,True,B,2,True,False,after 2015,False
26-39,upper class,F,False,HS,0,True,False,after 2015,False
26-39,middle class,M,False,HS,0,False,False,before 2015,True
65+,middle class,M,True,HS,2,True,False,before 2015,False
26-39,middle class,M,False,HS,0,True,False,before 2015,True
65+,upper class,M,True,B,6,True,False,before 2015,False
40-64,upper class,F,True,HS,1,True,False,after 2015,False
16-25,poverty,M,True,NA,0,True,False,before 2015,True
16-25,poverty,M,False,HS,0,False,False,before 2015,True
40-64,upper class,M,True,B,1,True,False,before 2015,False
16-25,working class,F,False,HS,0,True,False,before 2015,True
26-39,middle class,F,True,HS,1,False,False,after 2015,False
26-39,middle class,M,True,B,0,True,False,before 2015,False
40-64,upper class,M,False,B,2,True,False,after 2015,False
65+,upper class,M,True,B,1,False,False,before 2015,True
40-64,upper class,M,True,HS,2,True,False,after 2015,False
65+,upper class,F,True,NA,9,True,False,after 2015,False
40-64,working class,M,False,NA,2,True,True,before 2015,False
26-39,poverty,F,True,NA,1,True,False,before 2015,True
40-64,middle class,M,False,B,3,True,False,before 2015,False
65+,upper class,M,True,B,6,True,False,after 2015,False
65+,upper class,F,True,B,2,True,False,before 2015,False
16-25,poverty,M,False,NA,0,True,False,before 2015,True
26-39,middle class,M,False,B,1,True,False,after 2015,False
40-64,working class,F,True,HS,0,False,False,before 2015,False
40-64,middle class,F,True,B,0,True,False,after 2015,False
26-39,upper class,M,False,HS,2,True,False,after 2015,False
16-25,working class,F,True,B,0,False,False,before 2015,False
65+,upper class,F,False,B,0,True,False,after 2015,False
65+,upper class,M,False,HS,3,True,False,after 2015,False
16-25,poverty,F,False,HS,0,False,False,before 2015,False
26-39,middle class,M,True,HS,0,False,False,before 2015,False
40-64,working class,F,True,HS,1,True,False,before 2015,False
40-64,upper class,F,True,HS,0,True,False,after 2015,False
65+,upper class,M,False,HS,2,False,False,before 2015,False
40-64,upper class,F,True,B,2,True,False,after 2015,False
26-39,upper class,F,False,B,0,True,False,after 2015,False
26-39,poverty,F,False,HS,0,False,False,before 2015,True
65+,working class,M,True,NA,4,False,False,before 2015,True
26-39,working class,F,False,HS,2,True,False,before 2015,False
26-39,middle class,M,False,B,0,True,True,before 2015,False
